"";"typ";"label";"conc"
"1285";"EHH";"grass silage";10,46
"1286";"TTS";"soya meal";54,2565269
"1287";"EHH";"grass silage";16,0599995
"1288";"TTS";"soya meal";51,5873032
"1289";"PEE";"maïs wp";6,9299998
"1290";"ANF";"animal feed";48,8561935
"1291";"MPW";"milk powder & whey";23,0674076
"1293";"EHH";"grass silage";18,0400009
"1294";"CNG";"corn gluten";63,0516701
"1295";"FFS";"full fat soya";41,6224136
"1296";"CLZ";"rapeseed(ung)";21,5100002
"1297";"ANF";"animal feed";54,6994133
"1298";"SFG";"sun flower seed(gr)";19,0571003
"1299";"MPW";"milk powder & whey";11,9947195
"1300";"PEE";"maïs wp";7,0300002
"1301";"TTS";"soya meal";52,2336769
"1302";"PEE";"maïs wp";7,7199998
"1303";"FRG";"wheat (ung)";12,3000002
"1304";"TTS";"soya meal";51,6778526
"1305";"FFS";"full fat soya";41,3520355
"1306";"TTS";"soya meal";55,3386917
"1307";"MPW";"milk powder & whey";26,0846863
"1309";"CNG";"corn gluten";63,4356346
"1310";"CLZ";"rapeseed(ung)";19,9400005
"1311";"MPW";"milk powder & whey";34,457058
"1312";"EHH";"grass silage";19,3999996
"1313";"FFS";"full fat soya";46,7218285
"1314";"ANF";"animal feed";51,8633461
"1315";"SFG";"sun flower seed(gr)";20,0016441
"1316";"CNG";"corn gluten";67,4404526
"1317";"CLZ";"rapeseed(ung)";23,5
"1318";"EHH";"grass silage";16,2000008
"1319";"CNG";"corn gluten";67,2582474
"1320";"TTS";"soya meal";51,2791977
"1321";"TTS";"soya meal";52,3489914
"1322";"EHH";"grass silage";12,6000004
"1323";"MPW";"milk powder & whey";23,302742
"1324";"FFS";"full fat soya";41,3753166
"1325";"FRG";"wheat (ung)";11,4933004
"1326";"CLZ";"rapeseed(ung)";16,4899998
"1327";"MPW";"milk powder & whey";26,8017769
"1328";"EHH";"grass silage";19,8999996
"1329";"CNG";"corn gluten";66,6182709
"1330";"FRG";"wheat (ung)";11,8999996
"1331";"CNG";"corn gluten";60,2844086
"1332";"MPW";"milk powder & whey";20,5774345
"1333";"FRG";"wheat (ung)";12,4399996
"1335";"PEE";"maïs wp";5,9200001
"1336";"ANF";"animal feed";59,3130493
"1337";"FFS";"full fat soya";44,1043053
"1338";"FFS";"full fat soya";37,6627998
"1339";"FRG";"wheat (ung)";11,0600004
"1340";"ANF";"animal feed";53,2252693
"1341";"SFG";"sun flower seed(gr)";15,1309195
"1342";"SFG";"sun flower seed(gr)";20,8755684
"1343";"FRG";"wheat (ung)";11,8999996
"1344";"PEE";"maïs wp";7,3699999
"1345";"ANF";"animal feed";54,231823
"1346";"ANF";"animal feed";54,2424164
"1347";"TTS";"soya meal";53,6332207
"1348";"TTS";"soya meal";52,0856857
"1349";"FFS";"full fat soya";39,178196
"1350";"EHH";"grass silage";17,4699993
"1351";"CNG";"corn gluten";72,7224197
"1352";"FFS";"full fat soya";38,8750496
"1353";"MPW";"milk powder & whey";37,3973808
"1354";"EHH";"grass silage";8,4099998
"1355";"ANF";"animal feed";54,3604355
"1356";"SFG";"sun flower seed(gr)";15,8524151
"1357";"MPW";"milk powder & whey";19,9528217
"1358";"PEE";"maïs wp";7,3200002
"1359";"MPW";"milk powder & whey";11,6719961
"1360";"EHH";"grass silage";11,6999998
"1361";"PEE";"maïs wp";8,6599998
"1362";"FFS";"full fat soya";38,9328842
"1363";"CLZ";"rapeseed(ung)";21,4699993
"1364";"TTS";"soya meal";54,3379021
"1365";"SFG";"sun flower seed(gr)";22,7951813
"1366";"EHH";"grass silage";12,9799995
"1367";"TTS";"soya meal";55,7870369
"1368";"CLZ";"rapeseed(ung)";18,738266
"1369";"SFG";"sun flower seed(gr)";16,9188232
"1370";"ANF";"animal feed";50,7986298
"1371";"CLZ";"rapeseed(ung)";24,6599998
"1372";"CNG";"corn gluten";65,7112427
"1373";"TTS";"soya meal";51,8306618
"1374";"EHH";"grass silage";13,2299995
"1375";"CNG";"corn gluten";69,7442322
"1376";"MPW";"milk powder & whey";37,5866814
"1377";"FFS";"full fat soya";40,2993011
"1378";"FRG";"wheat (ung)";13,8228235
"1379";"ANF";"animal feed";51,1379395
"1380";"SFG";"sun flower seed(gr)";17,5759315
"1381";"MPW";"milk powder & whey";21,8474445
"1382";"EHH";"grass silage";12,3000002
"1383";"MPW";"milk powder & whey";22,6543102
"1384";"FFS";"full fat soya";38,7661362
"1385";"PEE";"maïs wp";6,27
"1386";"FRG";"wheat (ung)";14,5100002
"1387";"FRG";"wheat (ung)";9,8299999
"1388";"ANF";"animal feed";54,0290565
"1389";"FFS";"full fat soya";39,9360962
"1390";"FFS";"full fat soya";41,1333351
"1391";"PEE";"maïs wp";7,9699998
"1392";"PEE";"maïs wp";9,2599993
"1393";"MPW";"milk powder & whey";4,8928084
"1394";"PEE";"maïs wp";6,2399998
"1395";"ANF";"animal feed";54,0325623
"1396";"FFS";"full fat soya";40,901123
"1397";"PEE";"maïs wp";7,6199999
"1398";"ANF";"animal feed";55,2624435
"1399";"CLZ";"rapeseed(ung)";19,8799992
"1400";"CNG";"corn gluten";70,2326813
"1401";"FRG";"wheat (ung)";13,3999996
"1402";"SFG";"sun flower seed(gr)";13,3211937
"1403";"MPW";"milk powder & whey";36,9362526
"1404";"CLZ";"rapeseed(ung)";20,6800003
"1405";"EHH";"grass silage";24,4200001
"1406";"TTS";"soya meal";50,7972641
"1407";"MPW";"milk powder & whey";9,6429119
"1408";"FRG";"wheat (ung)";12,4110003
"1409";"CLZ";"rapeseed(ung)";21,4299984
"1410";"CLZ";"rapeseed(ung)";17,3700008
"1411";"ANF";"animal feed";51,5280762
"1412";"EHH";"grass silage";20,8910046
"1414";"CNG";"corn gluten";69,2894974
"1415";"CLZ";"rapeseed(ung)";24,2780991
"1416";"MPW";"milk powder & whey";5,7444458
"1417";"EHH";"grass silage";14,5
"1418";"ANF";"animal feed";55,5827026
"1420";"ANF";"animal feed";56,0865936
"1421";"EHH";"grass silage";11,2299995
"1422";"CNG";"corn gluten";69,1247482
"1423";"SFG";"sun flower seed(gr)";16,9476891
"1424";"ANF";"animal feed";59,7251625
"1425";"FRG";"wheat (ung)";12,4300003
"1426";"ANF";"animal feed";49,5985756
"1427";"ANF";"animal feed";53,0452995
"1428";"FFS";"full fat soya";42,3349724
"1429";"FFS";"full fat soya";42,7627678
"1430";"FFS";"full fat soya";39,9732475
"1431";"CLZ";"rapeseed(ung)";23,5699997
"1432";"ANF";"animal feed";59,369381
"1433";"EHH";"grass silage";19,2000008
"1434";"SFG";"sun flower seed(gr)";15,7868338
"1435";"PEE";"maïs wp";7,3299999
"1436";"TTS";"soya meal";54,5766563
"1437";"FFS";"full fat soya";45,2962608
"1438";"FRG";"wheat (ung)";10,0900002
"1439";"FFS";"full fat soya";39,2528229
"1440";"MPW";"milk powder & whey";11,7890024
"1441";"SFG";"sun flower seed(gr)";13,0191832
"1442";"FFS";"full fat soya";45,0063057
"1443";"FFS";"full fat soya";38,9641762
"1444";"MPW";"milk powder & whey";12,842845
"1445";"SFG";"sun flower seed(gr)";20,6193027
"1446";"CLZ";"rapeseed(ung)";17,6000004
"1447";"FRG";"wheat (ung)";11,8000002
"1448";"PEE";"maïs wp";8,6199999
"1449";"CNG";"corn gluten";73,9421463
"1450";"CNG";"corn gluten";68,0156326
"1451";"CLZ";"rapeseed(ung)";17,7999992
"1452";"TTS";"soya meal";52,8604126
"1453";"TTS";"soya meal";54,4715462
"1454";"TTS";"soya meal";55,375721
"1455";"TTS";"soya meal";53,020134
"1456";"EHH";"grass silage";13,5
"1457";"FRG";"wheat (ung)";10,1066666
"1458";"FFS";"full fat soya";36,4511299
"1459";"MPW";"milk powder & whey";38,1780777
"1460";"FFS";"full fat soya";39,5411797
"1461";"PEE";"maïs wp";7,6900001
"1462";"MPW";"milk powder & whey";34,9812241
"1463";"TTS";"soya meal";55,1724129
"1464";"MPW";"milk powder & whey";25,2232952
"1465";"FFS";"full fat soya";40,2899551
"1466";"PEE";"maïs wp";8,5100002
"1467";"CLZ";"rapeseed(ung)";22,7699986
"1468";"CNG";"corn gluten";70,1568375
"1469";"PEE";"maïs wp";6,6399999
"1470";"TTS";"soya meal";53,5260124
"1471";"TTS";"soya meal";56,2929039
"1472";"SFG";"sun flower seed(gr)";13,0936441
"1473";"MPW";"milk powder & whey";36,7770844
"1474";"PEE";"maïs wp";7,3499999
"1475";"CNG";"corn gluten";69,5366669
"1476";"CNG";"corn gluten";62,2402725
"1477";"CLZ";"rapeseed(ung)";20,3700008
"1478";"SFG";"sun flower seed(gr)";13,6447735
"1479";"ANF";"animal feed";53,0482483
"1480";"CLZ";"rapeseed(ung)";27,1476173
"1481";"SFG";"sun flower seed(gr)";17,5922031
"1482";"EHH";"grass silage";20,502039
"1483";"TTS";"soya meal";53,7585411
"1485";"ANF";"animal feed";54,2306175
"1486";"PEE";"maïs wp";7,0999999
"1487";"PEE";"maïs wp";8,5
"1488";"TTS";"soya meal";49,5495491
"1489";"FRG";"wheat (ung)";7,4099998
"1490";"SFG";"sun flower seed(gr)";18,1731224
"1491";"TTS";"soya meal";52,7683601
"1492";"EHH";"grass silage";15,5699997
"1493";"CLZ";"rapeseed(ung)";27,6100006
"1494";"MPW";"milk powder & whey";11,0207224
"1495";"TTS";"soya meal";52,2522507
"1496";"TTS";"soya meal";54,0945816
"1497";"TTS";"soya meal";49,043869
"1498";"CLZ";"rapeseed(ung)";17,4099998
"1499";"SFG";"sun flower seed(gr)";19,5909958
"1500";"SFG";"sun flower seed(gr)";14,7249804
"1501";"CNG";"corn gluten";66,2292633
"1502";"TTS";"soya meal";54,3379021
"1503";"PEE";"maïs wp";8,0699997
"1505";"EHH";"grass silage";14
"1506";"CLZ";"rapeseed(ung)";23,0115032
"1508";"MPW";"milk powder & whey";37,9611359
"1509";"SFG";"sun flower seed(gr)";21,0450039
"1510";"CLZ";"rapeseed(ung)";17,7600002
"1511";"CNG";"corn gluten";71,4598083
"1512";"ANF";"animal feed";52,0559731
"1513";"SFG";"sun flower seed(gr)";21,870409
"1514";"CNG";"corn gluten";74,943985
"1515";"FFS";"full fat soya";40,4298325
"1516";"CLZ";"rapeseed(ung)";21,3262959
"1517";"FFS";"full fat soya";39,9484177
"1518";"EHH";"grass silage";11,5
"1520";"EHH";"grass silage";8,6999998
"1521";"MPW";"milk powder & whey";37,4412041
"1522";"MPW";"milk powder & whey";23,3149109
"1523";"FRG";"wheat (ung)";9,7309999
"1524";"TTS";"soya meal";54,710556
"1525";"FFS";"full fat soya";39,7314262
"1526";"CNG";"corn gluten";68,6171036
"1527";"FFS";"full fat soya";39,4849091
"1528";"FRG";"wheat (ung)";11,5
"1529";"CNG";"corn gluten";64,067482
"1530";"ANF";"animal feed";54,2031326
"1532";"CLZ";"rapeseed(ung)";22,4457397
"1533";"ANF";"animal feed";53,1701393
"1534";"CNG";"corn gluten";71,9245605
"1535";"CNG";"corn gluten";68,551796
"1536";"FFS";"full fat soya";40,2532768
"1537";"FRG";"wheat (ung)";11,8000002
"1538";"EHH";"grass silage";22,4599991
"1539";"FRG";"wheat (ung)";10,9399996
"1540";"CLZ";"rapeseed(ung)";21,5
"1541";"ANF";"animal feed";52,97826
"1542";"FFS";"full fat soya";36,6605225
"1543";"CLZ";"rapeseed(ung)";22,9400005
"1544";"SFG";"sun flower seed(gr)";19,0144234
"1545";"CNG";"corn gluten";71,0178223
"1546";"FRG";"wheat (ung)";12,3599997
"1547";"CLZ";"rapeseed(ung)";17,8799992
"1548";"TTS";"soya meal";54,8494987
"1549";"SFG";"sun flower seed(gr)";9,5669813
"1550";"CLZ";"rapeseed(ung)";21,3199997
"1551";"CLZ";"rapeseed(ung)";19,4799995
"1552";"MPW";"milk powder & whey";35,588047
"1553";"FFS";"full fat soya";42,4539757
"1554";"TTS";"soya meal";51,6310463
"1555";"TTS";"soya meal";53,8024979
"1556";"PEE";"maïs wp";7,5
"1557";"SFG";"sun flower seed(gr)";21,2694187
"1558";"FFS";"full fat soya";39,8300972
"1559";"EHH";"grass silage";16,3999996
"1560";"CNG";"corn gluten";69,3209076
"1561";"SFG";"sun flower seed(gr)";15,0182571
"1562";"PEE";"maïs wp";7,96
"1563";"FFS";"full fat soya";41,9759064
"1564";"PEE";"maïs wp";7,5700002
"1566";"CLZ";"rapeseed(ung)";28,6499996
"1567";"CLZ";"rapeseed(ung)";23,0400009
"1568";"FFS";"full fat soya";40,366848
"1569";"PEE";"maïs wp";8,0200005
"1570";"SFG";"sun flower seed(gr)";12,3218908
"1571";"EHH";"grass silage";21,4099998
"1573";"MPW";"milk powder & whey";37,4047775
"1574";"FRG";"wheat (ung)";12,3999996
"1575";"PEE";"maïs wp";7,5300002
"1576";"EHH";"grass silage";15,8599997
"1577";"FFS";"full fat soya";39,9233551
"1578";"PEE";"maïs wp";9,5200005
"1579";"CNG";"corn gluten";69,003479
"1580";"SFG";"sun flower seed(gr)";19,1105747
"1582";"FFS";"full fat soya";40,0083389
"1583";"MPW";"milk powder & whey";25,711832
"1584";"CLZ";"rapeseed(ung)";20,8500004
"1585";"CLZ";"rapeseed(ung)";18,0099983
"1586";"MPW";"milk powder & whey";24,9885483
"1587";"ANF";"animal feed";51,0553169
"1589";"TTS";"soya meal";50,2664909
"1590";"CNG";"corn gluten";75,4430923
"1591";"EHH";"grass silage";10,4300003
"1592";"EHH";"grass silage";12,9300003
"1593";"FFS";"full fat soya";40,4354515
"1594";"CNG";"corn gluten";69,3707275
"1595";"MPW";"milk powder & whey";10,0342455
"1596";"PEE";"maïs wp";7,7600002
"1597";"CNG";"corn gluten";69,5071182
"1598";"ANF";"animal feed";50,7283936
"1599";"EHH";"grass silage";13,1499996
"1600";"CLZ";"rapeseed(ung)";15,1599998
"1602";"FRG";"wheat (ung)";12,1499996
"1605";"FFS";"full fat soya";41,114933
"1606";"TTS";"soya meal";55,5428581
"1607";"PEE";"maïs wp";7,5100002
"1608";"EHH";"grass silage";16,1100006
"1609";"TTS";"soya meal";54,7866211
"1611";"FRG";"wheat (ung)";12,0600004
"1612";"TTS";"soya meal";53,6529694
"1613";"CLZ";"rapeseed(ung)";22,3400021
"1614";"ANF";"animal feed";52,4622917
"1615";"ANF";"animal feed";59,2426949
"1616";"SFG";"sun flower seed(gr)";18,3979588
"1617";"ANF";"animal feed";53,4601059
"1618";"PEE";"maïs wp";6,1799998
"1619";"SFG";"sun flower seed(gr)";18,0211277
"1620";"ANF";"animal feed";55,701767
"1621";"SFG";"sun flower seed(gr)";19,4264202
"1622";"FRG";"wheat (ung)";14
"1623";"FFS";"full fat soya";39,6071053
"1624";"CNG";"corn gluten";68,6887589
"1625";"TTS";"soya meal";53,0821915
"1626";"FRG";"wheat (ung)";12
"1627";"MPW";"milk powder & whey";23,5681705
"1628";"SFG";"sun flower seed(gr)";22,6194458
"1629";"TTS";"soya meal";56,0502281
"1630";"MPW";"milk powder & whey";11,4058781
"1631";"MPW";"milk powder & whey";24,4001675
"1632";"PEE";"maïs wp";7,6999998
"1633";"FRG";"wheat (ung)";13,1899996
"1634";"PEE";"maïs wp";6,4499998
"1635";"FRG";"wheat (ung)";10,6400003
"1636";"FFS";"full fat soya";40,5058289
"1637";"SFG";"sun flower seed(gr)";20,2044373
"1638";"ANF";"animal feed";50,2825966
"1639";"ANF";"animal feed";55,1765671
"1640";"CNG";"corn gluten";70,0958633
"1641";"TTS";"soya meal";53,2332573
"1642";"FFS";"full fat soya";40,3608055
"1643";"FRG";"wheat (ung)";13
"1644";"FRG";"wheat (ung)";13,1999998
"1645";"TTS";"soya meal";53,21101
"1646";"PEE";"maïs wp";7,5900002
"1647";"MPW";"milk powder & whey";38,2374268
"1648";"PEE";"maïs wp";6,9699998
"1649";"CNG";"corn gluten";68,8293304
"1650";"MPW";"milk powder & whey";12,0738516
"1651";"EHH";"grass silage";17,1900005
"1652";"PEE";"maïs wp";7,23
"1653";"EHH";"grass silage";20,8999996
"1654";"FFS";"full fat soya";38,8795013
"1655";"CLZ";"rapeseed(ung)";23,1011143
"1656";"ANF";"animal feed";54,8020287
"1657";"PEE";"maïs wp";9,8800001
"1658";"TTS";"soya meal";52,9279251
"1659";"TTS";"soya meal";54,7234993
"1660";"EHH";"grass silage";23,2000008
"1661";"PEE";"maïs wp";8,2299995
"1662";"FFS";"full fat soya";38,904213
"1663";"FFS";"full fat soya";39,3337669
"1664";"ANF";"animal feed";59,1322136
"1665";"CNG";"corn gluten";73,1628265
"1666";"PEE";"maïs wp";5,5500002
"1667";"CLZ";"rapeseed(ung)";21,7999992
"1669";"TTS";"soya meal";52,838932
"1670";"MPW";"milk powder & whey";8,2749462
"1671";"EHH";"grass silage";13,46
"1672";"CNG";"corn gluten";65,0822449
"1673";"FRG";"wheat (ung)";12,46
"1674";"EHH";"grass silage";16,4300003
"1675";"TTS";"soya meal";52,1640091
"1676";"PEE";"maïs wp";8,3199997
"1677";"EHH";"grass silage";16,0699997
"1678";"TTS";"soya meal";54,0909081
"1679";"EHH";"grass silage";16,0100002
"1680";"MPW";"milk powder & whey";11,2730389
"1682";"TTS";"soya meal";52,0951271
"1683";"TTS";"soya meal";52,3163834
"1684";"FFS";"full fat soya";40,0370445
"1685";"ANF";"animal feed";46,9630394
"1686";"FRG";"wheat (ung)";11,7200003
"1687";"PEE";"maïs wp";7,23
"1688";"CLZ";"rapeseed(ung)";18,8400002
"1689";"FFS";"full fat soya";40,870182
"1690";"CNG";"corn gluten";76,5813446
"1691";"SFG";"sun flower seed(gr)";18,2025852
"1692";"CLZ";"rapeseed(ung)";18,5400009
"1693";"CLZ";"rapeseed(ung)";24,2299995
"1694";"FRG";"wheat (ung)";10,4399996
"1695";"EHH";"grass silage";7,52
"1696";"MPW";"milk powder & whey";36,8054314
"1697";"SFG";"sun flower seed(gr)";13,8324165
"1698";"CLZ";"rapeseed(ung)";19,1000004
"1699";"TTS";"soya meal";51,0710258
"1700";"TTS";"soya meal";50,2242165
"1701";"FFS";"full fat soya";40,5051956
"1702";"EHH";"grass silage";13,8999996
"1703";"FFS";"full fat soya";39,1365395
"1704";"EHH";"grass silage";32,0600014
"1705";"EHH";"grass silage";8,9700003
"1706";"MPW";"milk powder & whey";12,9977789
"1707";"MPW";"milk powder & whey";35,7245903
"1708";"ANF";"animal feed";52,5102386
"1709";"MPW";"milk powder & whey";13,0585546
"1710";"CNG";"corn gluten";67,134758
"1711";"FFS";"full fat soya";42,3962402
"1712";"ANF";"animal feed";55,9218712
"1713";"EHH";"grass silage";14,0999994
"1714";"FFS";"full fat soya";40,4520416
"1715";"CLZ";"rapeseed(ung)";19,1199989
"1716";"TTS";"soya meal";52,0998878
"1717";"TTS";"soya meal";52,8344688
"1718";"TTS";"soya meal";52,578476
"1719";"FRG";"wheat (ung)";13,8699999
"1720";"FFS";"full fat soya";41,4583855
"1721";"FFS";"full fat soya";36,5359306
"1723";"FRG";"wheat (ung)";12,9700003
"1724";"EHH";"grass silage";9,7199993
"1725";"EHH";"grass silage";15,8199997
"1726";"ANF";"animal feed";54,9716454
"1727";"ANF";"animal feed";55,8491592
"1729";"TTS";"soya meal";55,4410057
"1730";"PEE";"maïs wp";7
"1731";"SFG";"sun flower seed(gr)";14,702692
"1732";"ANF";"animal feed";46,9490242
"1733";"CLZ";"rapeseed(ung)";22,2999992
"1734";"CNG";"corn gluten";72,3312225
"1735";"FRG";"wheat (ung)";9,9099998
"1736";"EHH";"grass silage";18,5
"1738";"CNG";"corn gluten";67,6817856
"1739";"FFS";"full fat soya";46,5232506
"1740";"EHH";"grass silage";16,5699997
"1741";"CLZ";"rapeseed(ung)";15,9899998
"1742";"CLZ";"rapeseed(ung)";20,6218281
"1743";"EHH";"grass silage";16,8799992
"1744";"MPW";"milk powder & whey";9,5266762
"1745";"CNG";"corn gluten";69,5331726
"1746";"FFS";"full fat soya";38,695118
"1747";"SFG";"sun flower seed(gr)";19,7668285
"1748";"PEE";"maïs wp";7,2399998
"1749";"EHH";"grass silage";10,8599997
"1750";"TTS";"soya meal";52,4404106
"1751";"ANF";"animal feed";55,516613
"1752";"TTS";"soya meal";51,5535088
"1753";"TTS";"soya meal";55,5172424
"1754";"TTS";"soya meal";52,9680367
"1755";"CLZ";"rapeseed(ung)";19,5599995
"1756";"MPW";"milk powder & whey";38,3807907
"1757";"SFG";"sun flower seed(gr)";12,0087795
"1758";"TTS";"soya meal";53,6475868
"1759";"FFS";"full fat soya";41,897644
"1760";"EHH";"grass silage";20,5100002
"1761";"CNG";"corn gluten";65,1055069
"1762";"CNG";"corn gluten";64,26371
"1763";"CNG";"corn gluten";61,712738
"1764";"CNG";"corn gluten";64,8369293
"1765";"EHH";"grass silage";19,4200001
"1766";"CLZ";"rapeseed(ung)";21,2199993
"1767";"CNG";"corn gluten";69,9941483
"1768";"ANF";"animal feed";54,6298752
"1770";"CNG";"corn gluten";66,4363937
"1771";"CLZ";"rapeseed(ung)";17,4200001
"1772";"FRG";"wheat (ung)";11,0200005
"1773";"FRG";"wheat (ung)";13,8000002
"1774";"MPW";"milk powder & whey";35,4880028
"1775";"EHH";"grass silage";11,0699997
"1776";"EHH";"grass silage";15,8000002
"1777";"ANF";"animal feed";57,0691109
"1778";"FRG";"wheat (ung)";12,3999996
"1779";"CNG";"corn gluten";72,980484
"1780";"MPW";"milk powder & whey";38,1286392
"1781";"CLZ";"rapeseed(ung)";24,8299999
"1782";"EHH";"grass silage";21,8500004
"1783";"FFS";"full fat soya";40,8181038
"1784";"FFS";"full fat soya";40,2518501
"1785";"SFG";"sun flower seed(gr)";14,2264271
"1786";"EHH";"grass silage";23,1399994
"1787";"SFG";"sun flower seed(gr)";21,5557804
"1788";"PEE";"maïs wp";9,6099997
"1789";"TTS";"soya meal";56,1224518
"1790";"FRG";"wheat (ung)";11,6000004
"1791";"MPW";"milk powder & whey";26,9568138
"1792";"ANF";"animal feed";53,3296738
"1793";"SFG";"sun flower seed(gr)";13,0834427
"1794";"FFS";"full fat soya";41,7531013
"1795";"CNG";"corn gluten";73,5576248
"1796";"FFS";"full fat soya";40,2845535
"1797";"PEE";"maïs wp";4,0500002
"1798";"ANF";"animal feed";47,7511978
"1801";"ANF";"animal feed";47,9595909
"1802";"FRG";"wheat (ung)";11,1000004
"1803";"SFG";"sun flower seed(gr)";14,6700964
"1804";"EHH";"grass silage";16,6800003
"1805";"TTS";"soya meal";52,1142845
"1806";"CLZ";"rapeseed(ung)";21,9745235
"1807";"ANF";"animal feed";50,3670387
"1808";"PEE";"maïs wp";7,4400001
"1809";"EHH";"grass silage";18,5100002
"1810";"FFS";"full fat soya";42,1399612
"1811";"SFG";"sun flower seed(gr)";11,5318356
"1812";"FFS";"full fat soya";37,2633934
"1813";"FRG";"wheat (ung)";12,8400002
"1814";"FFS";"full fat soya";41,023468
"1815";"CNG";"corn gluten";73,2401123
"1816";"ANF";"animal feed";49,6739922
"1817";"MPW";"milk powder & whey";12,9979429
"1818";"MPW";"milk powder & whey";23,7979488
"1819";"FRG";"wheat (ung)";11,6000004
"1820";"CLZ";"rapeseed(ung)";18,25
"1821";"FFS";"full fat soya";40,6171074
"1823";"SFG";"sun flower seed(gr)";17,5215759
"1825";"CNG";"corn gluten";66,8138275
"1827";"SFG";"sun flower seed(gr)";23,4852676
"1828";"FRG";"wheat (ung)";11,54
"1829";"CNG";"corn gluten";65,4218826
"1830";"SFG";"sun flower seed(gr)";24,0386639
"1831";"MPW";"milk powder & whey";28,0163536
"1833";"FFS";"full fat soya";41,0098267
"1834";"PEE";"maïs wp";8,2399998
"1835";"PEE";"maïs wp";7,3999996
"1836";"SFG";"sun flower seed(gr)";19,8804417
"1837";"TTS";"soya meal";50,7344627
"1838";"MPW";"milk powder & whey";12,6368361
"1839";"SFG";"sun flower seed(gr)";14,8383875
"1840";"MPW";"milk powder & whey";24,8273659
"1841";"CLZ";"rapeseed(ung)";22,2399998
"1842";"FFS";"full fat soya";41,1231079
"1843";"EHH";"grass silage";22,1499996
"1844";"MPW";"milk powder & whey";39,4352875
"1845";"PEE";"maïs wp";7,0599999
"1846";"PEE";"maïs wp";7,8400002
"1847";"FFS";"full fat soya";40,1976013
"1848";"TTS";"soya meal";52,9142876
"1849";"PEE";"maïs wp";7,9499998
"1850";"ANF";"animal feed";57,3012009
"1851";"MPW";"milk powder & whey";5,6706343
"1852";"TTS";"soya meal";53,9080467
"1853";"CLZ";"rapeseed(ung)";18,5599995
"1855";"ANF";"animal feed";51,0823669
"1856";"TTS";"soya meal";51,2082863
"1857";"PEE";"maïs wp";7,7099996
"1858";"EHH";"grass silage";13,1999998
"1859";"FFS";"full fat soya";39,5021133
"1860";"SFG";"sun flower seed(gr)";21,4505768
"1861";"ANF";"animal feed";47,7193718
"1862";"PEE";"maïs wp";7,3800001
"1863";"SFG";"sun flower seed(gr)";16,0825176
"1864";"CLZ";"rapeseed(ung)";18,5200005
"1865";"ANF";"animal feed";53,636097
"1866";"PEE";"maïs wp";7,4499998
"1867";"TTS";"soya meal";51,6533661
"1868";"FFS";"full fat soya";40,2797585
"1869";"FRG";"wheat (ung)";10,6199999
"1870";"SFG";"sun flower seed(gr)";14,0427008
"1871";"PEE";"maïs wp";8,3000002
"1872";"FFS";"full fat soya";40,3076401
"1873";"FFS";"full fat soya";40,7788849
"1875";"EHH";"grass silage";10,6999998
"1876";"FFS";"full fat soya";40,6572762
"1877";"TTS";"soya meal";51,9908981
"1878";"FRG";"wheat (ung)";11,2517748
"1879";"ANF";"animal feed";54,623127
"1880";"FFS";"full fat soya";40,0556831
"1881";"FRG";"wheat (ung)";11,3800001
"1883";"FRG";"wheat (ung)";13,4890003
"1884";"PEE";"maïs wp";6,75
"1885";"MPW";"milk powder & whey";40,0927429
"1886";"FRG";"wheat (ung)";12,5600004
"1887";"EHH";"grass silage";20,3999996
"1888";"EHH";"grass silage";12,1573
"1889";"SFG";"sun flower seed(gr)";10,6836128
"1890";"CNG";"corn gluten";68,5480652
"1891";"CNG";"corn gluten";68,457756
"1892";"SFG";"sun flower seed(gr)";12,132246
"1893";"ANF";"animal feed";51,5893745
"1894";"PEE";"maïs wp";7,8199997
"1895";"EHH";"grass silage";21,3600006
"1896";"PEE";"maïs wp";6,5500002
"1897";"SFG";"sun flower seed(gr)";15,2541819
"1898";"TTS";"soya meal";54,0851555
"1899";"TTS";"soya meal";52,6966286
"1900";"FRG";"wheat (ung)";11,4099998
"1901";"TTS";"soya meal";53,0494804
"1902";"SFG";"sun flower seed(gr)";13,6204329
"1903";"CNG";"corn gluten";70,5686493
"1904";"CNG";"corn gluten";67,7314377
"1905";"FRG";"wheat (ung)";11,4700003
"1906";"EHH";"grass silage";9,4099998
"1907";"CLZ";"rapeseed(ung)";18,9099998
"1908";"FFS";"full fat soya";39,8294182
"1909";"FRG";"wheat (ung)";11,3999996
"1910";"EHH";"grass silage";20,8600006
"1911";"CNG";"corn gluten";64,7837219
"1912";"CNG";"corn gluten";72,857666
"1913";"CNG";"corn gluten";65,1916885
"1914";"EHH";"grass silage";29,5300007
"1915";"ANF";"animal feed";50,351181
"1916";"PEE";"maïs wp";5,3299999
"1917";"PEE";"maïs wp";6,6599998
"1918";"MPW";"milk powder & whey";39,5455742
"1919";"MPW";"milk powder & whey";11,426651
"1920";"EHH";"grass silage";17,2800007
"1921";"PEE";"maïs wp";6,79
"1922";"CLZ";"rapeseed(ung)";21
"1923";"EHH";"grass silage";13,3899994
"1924";"FFS";"full fat soya";44,167572
"1925";"MPW";"milk powder & whey";28,2713566
"1926";"FRG";"wheat (ung)";13,5
"1927";"CNG";"corn gluten";70,7439651
"1928";"FFS";"full fat soya";43,1640549
"1929";"MPW";"milk powder & whey";12,9692564
"1930";"PEE";"maïs wp";7,7303176
"1931";"FRG";"wheat (ung)";13,3900003
